,H100,H101,H102,H103,H104,H105,H106,H107,H108,H109,H110,H111,H112,H113,H114,H115,H116,H117,H118,H119,H120,H121,H122,H123,H124,H125,H126,H127,H128,H129,H130,H131,H132,H133,H134,H135,H136,H137,H138,H139,H140,H141,H142,H143,H144,H145,H146,H147,H148,H149,H150,H151,H152,H153,H154,H155,H156,H157,H158,H159,H160,H161,H162,H163,H164,H165,H166,H167,H168,H169,H170,H171,H172,H173,H174,H175,H176,H177,H178,H179,H180,H041,H042,H043,H044,H045,H046,H047,H048,H049,H050,H051,H052,H053,H054,H055,H056,H057,H058,H059,H060,H061,H062,H063,H064,H065,H066,H067,H068,H069,H070,H071,H072,H073,H074,H075,H076,H077,H078,H079,H080,H081,H082,H083,H084,H085,H086,H087,H088,H089,H090,H091,H092,H093,H094,H095,H096,H097,H098,H099,taxonomy,otu,old name,new_name,acc,%id,,,,,taxonomy,acc,%identity
Otu2693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,2,1,0,0,0,1,0,0,0,4,1,6,4,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Choanoflagellida,Otu2693,Eukaryota;Opisthokonta;Holozoa;Choanoflagellida,#N/A,#N/A,#N/A,,,,Otu1227,d__Eukaryota; sg__Apusozoa; p__Apusomonadidae; c__Apusomonadidae_Group-1; o__Apusomonadidae_Group-1_X; f__Apusomonadidae_Group-1_XX; g__Amastigomonas; s__Amastigomonas+sp.,EU542598,98.29
Otu2857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;uncultured Boletaceae,Otu2857,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes;uncultured Boletaceae,#N/A,#N/A,#N/A,,,,Otu1283,d__Eukaryota; sg__Apusozoa; p__Apusomonadidae; c__Apusomonadidae_Group-1; o__Apusomonadidae_Group-1_X; f__Apusomonadidae_Group-1_XX; g__Amastigomonas; s__Amastigomonas+mutabilis,AY050182,94.32
Otu3042,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,83,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,26,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Ascosphaeraceae;Ascosphaera,Otu3042,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Eurotiomycetes;Onygenales;Ascosphaeraceae;Ascosphaera,#N/A,#N/A,#N/A,,,,Otu568,d__Eukaryota; sg__Amoebozoa; p__Breviatea; c__Breviatea; o__Breviatea_X; f__Breviata-lineage; g__Breviata-lineage_X; s__Breviata-lineage_X+sp.,AM114802,97.09
Otu574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta,Otu574,Eukaryota;Archaeplastida;Chloroplastida;Charophyta;Phragmoplastophyta;Streptophyta;Embryophyta;Tracheophyta;Spermatophyta;Magnoliophyta,d__Eukaryota; sg__Archaeplastida; p__Streptophyta; c__Embryophyceae; o__Embryophyceae_X; f__Embryophyceae_XX; g__Camellia; s__Camellia+sinensis,AB120309,96.57,,,,Otu609,d__Eukaryota; sg__Amoebozoa; p__Breviatea; c__Breviatea; o__Breviatea_X; f__Breviata-lineage; g__Breviata-lineage_X; s__Breviata-lineage_X+sp.,AM114802,96
Otu154,19,1,0,6,3,0,21,8,0,155,1,1,0,3,0,5,5,3,1,13,0,1,1,1,2,0,4,2,1,0,3,1,1,8,4,0,2,0,3,125,1,1,0,1,1,1,1,0,1,5,7,0,0,2,2,38,0,0,3,3,0,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,2,0,0,0,1,0,1,0,0,1,0,0,1,2,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,3,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,Otu154,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,#N/A,#N/A,#N/A,,,,Otu1921,d__Eukaryota; sg__Amoebozoa; p__Breviatea; c__Breviatea; o__Breviatea_X; f__Breviata-lineage; g__Breviata-lineage_X; s__Breviata-lineage_X+sp.,AM114802,97.14
Otu530,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Paraphysomonas,Otu530,Eukaryota;SAR;Stramenopiles;Ochrophyta;Chrysophyceae;Ochromonadales;Paraphysomonas,d__Eukaryota; sg__Stramenopiles; p__Ochrophyta; c__Chrysophyceae-Synurophyceae; o__Chrysophyceae-Synurophyceae_X; f__Clade-F; g__Paraphysomonas; s__Paraphysomonas+foraminifera,AB022864,94.29,,,,Otu2994,d__Eukaryota; sg__Amoebozoa; p__Breviatea; c__Breviatea; o__Breviatea_X; f__Breviata-lineage; g__Breviata-lineage_X; s__Breviata-lineage_X+sp.,AM114802,96
Otu1611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,Otu1611,Eukaryota;SAR;Rhizaria;Cercozoa;Glissomonadida;Heteromita,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695472,94.41,,,,Otu516,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Centroheliozoa_XX; f__Centroheliozoa_XXX; g__Centroheliozoa_XXXX; s__Centroheliozoa_XXXX+sp.,AB505554,95.43
Otu67,6,41,2,1,8,12,28,16,31,8,13,42,32,28,2,13,35,2,0,23,12,22,25,5,167,7,53,25,51,65,52,17,39,6,6,18,115,17,5,3,28,72,38,16,81,5,5,20,31,30,3,23,23,13,62,8,271,7,50,1,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,1,0,3,1,1,2,0,2,3,1,0,1,4,3,2,1,0,0,3,1,3,0,0,0,0,3,0,0,2,1,0,0,4,2,6,0,0,3,2,1,0,0,1,16,0,0,0,1,1,30,1,0,28,0,0,2,0,1,0,0,2,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae,Otu67,Eukaryota;Archaeplastida;Chloroplastida;Chlorophyta;Chlorophyceae,d__Eukaryota; sg__Archaeplastida; p__Chlorophyta; c__Chlorophyceae; o__Chlorophyceae_X; f__CW-Chlamydomonadales; g__CW-Chlamydomonadales_X; s__CW-Chlamydomonadales_X+sp.,AM114821,96.57,,,,Otu585,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Oxnerellidae; g__Oxnerella; s__Oxnerella+micra,JQ245079,90.45
Otu52,1,8,0,1,35,27,8,50,40,3,7,0,0,1,1,0,1,3,0,54,0,1,0,5,0,0,0,210,10,0,12,1,15,2,4,157,11,2,101,11,39,398,4,2,4,23,54,4,72,3,38,35,6,2,351,3,10,5,57,13,11,0,0,0,0,0,1,6,0,0,0,11,2,0,0,0,0,0,0,0,0,7,0,2,0,25,1,3,0,7,2,1,13,0,6,2,3,222,2,3,4,12,0,0,2,0,5,0,1,96,0,0,0,3,0,1,2,2,1,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,Otu52,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria,#N/A,#N/A,#N/A,,,,Otu596,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Centroheliozoa_XX; f__Centroheliozoa_XXX; g__Centroheliozoa_XXXX; s__Centroheliozoa_XXXX+sp.,AB505554,95.43
Otu1814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi,Otu1814,Eukaryota;Opisthokonta;Nucletmycea;Fungi,#N/A,#N/A,#N/A,,,,Otu920,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Pterocystis; s__Pterocystis+sp.,AY268043,91.76
Otu889,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,2,0,3,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu889,Eukaryota,d__Eukaryota; sg__Amoebozoa; p__Conosa; c__Variosea; o__Variosea_X; f__Phalansteriidae; g__Phalansterium; s__Phalansterium+solitarium,AF280078,88.14,,,,Otu975,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Pterocystis; s__Pterocystis+sp.,AY268043,94.83
Otu2329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Mortierellales;uncultured Eimeriidae,Otu2329,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Mucoromycotina;Incertae Sedis;Mortierellales;uncultured Eimeriidae,#N/A,#N/A,#N/A,,,,Otu1467,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Chlamydaster; s__Chlamydaster+sterni,AF534709,94.32
Otu2469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Hymenoptera,Otu2469,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Hymenoptera,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Calliscelio; s__Calliscelio+sp.,JX303679,100,,,,Otu1777,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Pterocystis; s__Pterocystis+sp.,AY268043,94.83
Otu21,132,1,89,2,1,260,3,0,273,1,2,0,0,0,0,0,0,0,2,0,6,3,2,1,0,0,0,1,0,0,0,0,0,2,5,1,0,0,0,0,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,3,5,3,3,3,2,0,0,0,0,0,0,2,6,3,5,1,1,0,0,0,0,0,2,42,1,1,141,48,9,0,3,2,206,195,5,198,1,4,3,0,4,1,1,7,1,45,4,2,5,52,5,3,5,51,118,3,1,8,293,310,144,5,5,1,1,4,0,2,4,2,17,2,1,88,6,87,2,194,54,86,9,2,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Eutardigrada,Otu21,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Tardigrada;Eutardigrada,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Tardigrada; o__Tardigrada_X; f__Tardigrada_XX; g__Hypsibius; s__Hypsibius+convergens,FJ435725,98.29,,,,Otu2503,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystida_X; g__Pterocystida_XX; s__Pterocystida_XX+sp.,KF130174,88.64
Otu1116,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Kickxellomycotina;Incertae Sedis;Harpellales;Legeriomycetaceae,Otu1116,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Incertae Sedis;Kickxellomycotina;Incertae Sedis;Harpellales;Legeriomycetaceae,#N/A,#N/A,#N/A,,,,Otu2670,d__Eukaryota; sg__Hacrobia; p__Centroheliozoa; c__Centroheliozoa_X; o__Pterocystida; f__Pterocystidae; g__Chlamydaster; s__Chlamydaster+sterni,AF534709,96
Otu2102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,Otu2102,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Basidiomycota;Agaricomycotina;Agaricomycetes,#N/A,#N/A,#N/A,,,,Otu9,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Chlorarachnea; o__Chlorarachnida; f__Chlorarachnida_X; g__Bigelowiella; s__Bigelowiella+sp.,EF622540,100
Otu930,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya,Otu930,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsa; s__Allapsa+vibrans,AF411265,100,,,,Otu35,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Group-Te; s__Group_Te+sp.,EF024447,88.27
Otu2972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,Otu2972,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Chytridiomycota;Incertae Sedis;Chytridiomycetes;Spizellomycetales,#N/A,#N/A,#N/A,,,,Otu49,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Group-Te; s__Group_Te+sp.,EF024447,100
Otu1210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Amblypygi,Otu1210,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Chelicerata;Arachnida;Amblypygi,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Chelicerata; f__Arachnida; g__Uloborus; s__Uloborus+glomosus,EU003366,89.44,,,,Otu63,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Allapsidae; g__Allapsidae_X; s__Allapsidae_X+sp.,AB695526,97.14
Otu3198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;SAR;Alveolata,Otu3198,Eukaryota;SAR;Alveolata,#N/A,#N/A,#N/A,,,,Otu68,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Cercomonadida; f__Cercomonadidae; g__Cercomonas; s__Cercomonas+kiaerdammane,FJ790695,100
Otu862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota,Otu862,Eukaryota,#N/A,#N/A,#N/A,,,,Otu71,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Endomyxa; o__Vampyrellida; f__Leptophryidae; g__Platyreta; s__Platyreta+germanica,AY941201,99.43
Otu1889,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9,0,1,1,1,0,5,2,2,1,4,2,0,0,2,4,1,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,Otu1889,Eukaryota;Opisthokonta;Nucletmycea;Fungi;Dikarya;Ascomycota;Pezizomycotina;Pezizomycetes;Pezizales;Pyronemataceae,#N/A,#N/A,#N/A,,,,Otu87,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Sarcomonadea; o__Glissomonadida; f__Sandonidae; g__Sandonidae_X; s__Sandonidae_X+sp.,AM114804,90.8
Otu1083,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera,Otu1083,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Arthropoda;Hexapoda;Insecta;Pterygota;Neoptera;Coleoptera,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Arthropoda; o__Hexapoda; f__Insecta; g__Pterostichus; s__Pterostichus+globosus,FJ173132,100,,,,Otu100,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Euglypha; s__Euglypha+rotunda,AJ418783,100
Otu478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,103,0,0,0,0,0,0,0,17,0,0,1,2,1,0,1,95,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,Otu478,Eukaryota;Opisthokonta;Holozoa;Metazoa (Animalia);Eumetazoa;Bilateria;Nematoda;Chromadorea;Tylenchida,d__Eukaryota; sg__Opisthokonta; p__Metazoa; c__Nematoda; o__Chromadorea; f__Chromadorea_X; g__Ditylenchus; s__Ditylenchus+angustus,AJ966483,93.71,,,,Otu107,d__Eukaryota; sg__Rhizaria; p__Cercozoa; c__Imbricatea; o__Euglyphida; f__Euglyphidae; g__Assulina; s__Assulina+muscorum,AJ418791,98.86
